condition,condition_key,trial,file,window_index,start_seconds,midpoint_seconds,video_repeat,eeg_exponent,eeg_r2,eeg_flag,model_flag,accepted_without_eog_screen,duration_seconds,blink_candidates,blink_rate_per_min,horizontal_saccades,horizontal_saccades_per_min,vertical_saccades,vertical_saccades_per_min,horizontal_direction_balance,vertical_direction_balance,horizontal_rms_uv,vertical_rms_uv,horizontal_drift_rms_uv,vertical_drift_rms_uv,horizontal_total_variation_uv_per_min,vertical_total_variation_uv_per_min
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,168,842.0,852.0,2.0,1.411987665200191,0.900655644829149,True,False,False,20.0,12,36.0,25,75.0,7,21.0,-0.040000000000000036,0.14285714285714285,279.16791939067036,925.8136886008816,146.6916362101504,809.1221105113056,78878.56011687477,81626.4596149339
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,172,862.0,872.0,2.0,0.834606887447354,0.8188066424433638,False,False,True,20.0,9,27.0,26,78.0,10,30.0,0.1538461538461538,-0.19999999999999996,277.7820473247904,112.92046901560775,170.6913790596468,69.71644899739064,73122.27374413321,54172.82811971251
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,176,882.0,892.0,2.0,1.0827622504866443,0.8342359746576867,False,False,True,20.0,9,27.0,25,75.0,7,21.0,0.12000000000000005,0.14285714285714285,259.4277355521802,250.66225224793317,113.20010854788579,214.2248080819744,71340.87518768449,60321.77095172455
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,180,902.0,912.0,2.0,0.8199655659499088,0.795590646542099,False,True,False,20.0,9,27.0,12,36.0,4,12.0,0.5,-0.5,176.8326398965793,95.77006855850132,118.60252437387965,36.61908355055761,41613.4175668049,43640.549042079714
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,184,922.0,932.0,2.0,1.46267221575052,0.9039774508779004,False,False,True,20.0,12,36.0,21,63.0,15,45.0,-0.04761904761904767,-0.4666666666666666,252.83506911485873,146.62901173199066,173.01827595469598,98.39601708306652,64060.313897884196,71045.71171142362
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,188,942.0,952.0,2.0,1.9886896024357996,0.8689791536554773,False,False,True,20.0,11,33.0,11,33.0,9,27.0,-0.2727272727272727,-0.5555555555555556,124.591455884366,113.99075271019633,89.9589623487407,46.828058965627264,30168.882584941875,60088.374024915836
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,192,962.0,972.0,2.0,1.4517003039876246,0.8760000182438189,False,False,True,20.0,15,45.0,7,21.0,5,15.0,-0.14285714285714285,-0.6000000000000001,94.0082067508091,194.13707191411385,48.764460947619604,80.16691054887559,27988.604627150016,70640.1565213762
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,196,982.0,992.0,2.0,1.6739517479297257,0.7644033942532665,False,True,False,20.0,12,36.0,12,36.0,5,15.0,0.5,-0.19999999999999996,272.02481680537625,125.22734942408502,231.64471478478288,70.79878085116917,44660.154718086254,53997.226551607986
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,200,1002.0,1012.0,2.0,1.7847807614925162,0.8278756975832827,True,False,False,20.0,8,24.0,14,42.0,8,24.0,-0.14285714285714285,-0.5,222.71407523948204,136.41730122425443,167.5018379988949,66.40104694653068,48167.73300466262,53963.05600671713
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,204,1022.0,1032.0,2.0,0.749481727359649,0.8059894462391044,False,False,True,20.0,9,27.0,14,42.0,7,21.0,0.14285714285714285,-0.4285714285714286,330.2228824602537,113.25285955369239,217.13572805885073,65.69198330518114,57913.80830469811,48362.79649023248
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,208,1042.0,1052.0,2.0,1.1631304824584436,0.8521746836689329,True,False,False,20.0,11,33.0,28,84.0,12,36.0,0.0,0.3333333333333333,288.9538478297091,126.50811625223754,192.83028168304952,65.67849875545389,65330.27792778431,56562.96492459015
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,212,1062.0,1072.0,2.0,1.6831805848451524,0.7769935812495433,True,True,False,20.0,14,42.0,10,30.0,6,18.0,-0.39999999999999997,-0.3333333333333333,223.15981949314357,170.80647524847515,162.47783814606714,80.81552875119475,49612.426356759235,63725.04398617181
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,216,1082.0,1092.0,2.0,1.3753482527881136,0.8992338772237924,False,False,True,20.0,5,15.0,47,141.0,20,60.0,-0.1063829787234043,-0.39999999999999997,281.01191772101697,119.00144892903049,167.75049211055244,68.72871280578744,85821.12812007463,50790.37634645011
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,220,1102.0,1112.0,2.0,1.325603644574231,0.8845523223864985,False,False,True,20.0,11,33.0,7,21.0,7,21.0,-0.14285714285714285,-0.14285714285714285,138.5770322438432,133.66141331981223,93.63783208523455,75.35025862332472,32804.07039041809,59354.31807906026
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,224,1122.0,1132.0,2.0,1.620933814819859,0.8858398438502882,True,False,False,20.0,13,39.0,14,42.0,14,42.0,0.4285714285714286,-0.4285714285714286,212.58610554337093,116.19520008670784,147.43383868250024,44.174798812845886,44646.251554107774,62849.27767440223
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,228,1142.0,1152.0,2.0,1.4920892926808134,0.8849888775384607,False,False,True,20.0,20,60.0,7,21.0,5,15.0,0.4285714285714286,-0.19999999999999996,179.0230837746271,166.73800251726738,115.16561941172,63.91722730339518,33579.42495709369,72789.16921539507
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,232,1162.0,1172.0,2.0,0.9720464936984068,0.8579051496454417,False,False,True,20.0,17,51.0,2,6.0,3,9.0,0.0,-0.3333333333333333,94.26294346891592,117.79117829651827,68.8021694049539,52.40087355637268,20814.034836728148,60829.2803227674
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,236,1182.0,1192.0,2.0,1.7849536208437569,0.8389974016560202,False,False,True,20.0,14,42.0,4,12.0,3,9.0,0.0,0.3333333333333333,124.95807608425618,108.32908274805331,95.02643526990762,48.19434976410226,26036.925741592993,52381.102013569274
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,240,1202.0,1212.0,2.0,1.5200585442508183,0.8836417361132619,False,False,True,20.0,21,63.0,6,18.0,2,6.0,0.0,-1.0,156.2806087232965,154.49442604070742,97.0016898091531,66.62736875565007,31522.16688779997,73430.1146102769
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,244,1222.0,1232.0,3.0,2.05380351324835,0.8852115148144859,False,False,True,20.0,9,27.0,15,45.0,19,57.0,0.19999999999999996,-0.1578947368421053,222.3652645167533,177.0979977034095,194.41273191597125,135.52792468730087,37308.374986771654,60388.711531990884
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,248,1242.0,1252.0,3.0,1.2976675952730297,0.842172501408602,False,False,True,20.0,19,57.0,6,18.0,3,9.0,0.3333333333333333,-0.3333333333333333,130.33374506137622,166.90771216155187,99.22372148109548,82.311918971695,24148.86333141197,75424.23198215237
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,252,1262.0,1272.0,3.0,1.338258748707117,0.8892341558298482,False,False,True,20.0,15,45.0,7,21.0,3,9.0,-0.14285714285714285,-0.3333333333333333,141.67890615289437,130.12342685153334,91.01017306655679,52.86122483256401,27732.729566310365,52111.0601923781
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,256,1282.0,1292.0,3.0,1.6108598127169609,0.9000327635252211,False,False,True,20.0,6,18.0,16,48.0,7,21.0,-0.125,-1.0,97.94693599598502,71.58143799484198,83.79796567357445,28.367647025969557,18505.813419306178,32501.054582016957
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,260,1302.0,1312.0,3.0,1.5329686319178897,0.8971987571595266,False,False,True,20.0,11,33.0,15,45.0,3,9.0,-0.06666666666666665,-1.0,103.001019330665,110.26661784709984,68.33221056093808,35.20916112791647,22171.05611990702,39932.49838963869
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,264,1322.0,1332.0,3.0,1.8204312423435849,0.9122555860913788,False,False,True,20.0,7,21.0,8,24.0,1,3.0,-0.25,-1.0,88.15229629451247,68.913977145726,81.52127968565286,29.46859986026272,12901.151873531297,24690.433364875607
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,268,1342.0,1352.0,3.0,1.5477249620394504,0.9035692499513012,False,False,True,20.0,11,33.0,8,24.0,6,18.0,0.0,-1.0,175.3430011715854,90.70926621795022,123.96828702236846,25.651830560320388,24451.001796639124,44216.0398150019
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,272,1362.0,1372.0,3.0,1.7850035280405954,0.9156749469288936,False,False,True,20.0,12,36.0,16,48.0,3,9.0,-0.125,1.0,124.85438982703705,101.23926736052277,82.53311608850409,30.364037872470732,23534.93219978958,43269.01826576603
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,276,1382.0,1392.0,3.0,1.562723137344888,0.8965002130787503,False,False,True,20.0,16,48.0,13,39.0,3,9.0,-0.07692307692307687,-0.3333333333333333,67.02719720973064,109.09095574805313,34.36354308887684,41.04050728800968,23221.08318156016,53957.14800592171
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,280,1402.0,1412.0,3.0,1.520649242419295,0.9296663056125728,False,False,True,20.0,11,33.0,14,42.0,7,21.0,0.0,-0.4285714285714286,96.47363587101833,113.42135603398424,61.49570295984433,55.68263836130903,22483.97344517115,48896.03402430638
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,284,1422.0,1432.0,3.0,1.777927542292682,0.9090386108543118,False,False,True,20.0,12,36.0,12,36.0,3,9.0,0.16666666666666669,-0.3333333333333333,89.17956690621362,96.81748424120474,58.365924930516265,51.124462585256474,21652.620673275436,41763.64541321739
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,288,1442.0,1452.0,3.0,1.3709515624374629,0.8566382035854427,False,False,True,20.0,11,33.0,3,9.0,4,12.0,-0.3333333333333333,-1.0,83.52651171103106,83.60966332391816,66.50232651237123,22.398597601423052,15689.210317258312,40103.127076110846
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,292,1462.0,1472.0,3.0,1.484895414944294,0.8827437309078514,False,False,True,20.0,16,48.0,4,12.0,4,12.0,-0.5,-1.0,92.57086916863915,111.78417473322247,77.45923578249392,35.24495051304928,18813.605414148195,58901.03064651227
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,296,1482.0,1492.0,3.0,1.5331639658637262,0.8942021278631038,False,False,True,20.0,11,33.0,7,21.0,3,9.0,-0.14285714285714285,-1.0,140.78883846621818,104.16683742143654,93.1441710749872,35.241974832662926,17585.243530281703,40649.29682952618
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,300,1502.0,1512.0,3.0,1.7185047962822604,0.8932654568552331,False,False,True,20.0,13,39.0,11,33.0,2,6.0,0.2727272727272727,-1.0,103.9383726062842,114.94784334921835,76.3050949245836,44.07456565938913,23028.425687385028,46323.81772904924
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,304,1522.0,1532.0,3.0,1.3850486728710512,0.8966370417284985,False,False,True,20.0,8,24.0,6,18.0,0,0.0,-0.3333333333333333,,100.18084855166614,102.00117436217226,77.96025539670825,46.64878744238435,14851.377962356346,28807.032400289965
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,308,1542.0,1552.0,3.0,1.7070712342067569,0.898513955302717,False,False,True,20.0,9,27.0,4,12.0,1,3.0,-1.0,-1.0,94.53207976889861,79.4400308370198,84.58661660567986,27.705574945075334,14528.985273718437,29393.39416303595
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,312,1562.0,1572.0,3.0,1.5525289859016849,0.9038561106326382,False,False,True,20.0,13,39.0,9,27.0,4,12.0,-0.11111111111111116,-0.5,117.96858384819667,128.7150096952257,83.41821529859065,56.05017141943746,25515.169988959322,52009.739127853405
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,316,1582.0,1592.0,3.0,1.694085630586872,0.8904797496907373,False,False,True,20.0,5,15.0,10,30.0,3,9.0,0.0,0.3333333333333333,98.34740977337017,65.00039905820927,77.37664613980236,26.040128248282606,15923.727489187473,22294.343383956802
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,320,1602.0,1612.0,3.0,1.6866679585508502,0.9187879244180868,False,False,True,20.0,12,36.0,13,39.0,5,15.0,-0.3846153846153846,-0.19999999999999996,175.21876125633386,151.68652042161253,147.42987466626968,64.87322739475259,24635.99476024122,46926.69335333181
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,324,1622.0,1632.0,3.0,1.767799922879025,0.9064129337734944,False,False,True,20.0,10,30.0,16,48.0,4,12.0,0.125,-1.0,145.23950389920887,105.90181133133288,111.94518535548531,37.19831643585917,25621.74853324991,39354.120300718074
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,328,1642.0,1652.0,3.0,1.6751170208763353,0.9058742865318956,False,False,True,20.0,16,48.0,12,36.0,2,6.0,0.3333333333333333,-1.0,164.74957503515253,137.81040504601697,111.41716819334631,62.41995255938353,34069.41063086653,58820.62042560824
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,332,1662.0,1672.0,3.0,1.3731834811178611,0.9139771681172756,False,False,True,20.0,22,66.0,6,18.0,1,3.0,0.0,1.0,238.71277140558888,193.89736737205902,208.88178983369932,113.71868724083302,33499.543547206675,86261.69572556272
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,336,1682.0,1692.0,3.0,1.6445387266027631,0.9188671976511577,False,False,True,20.0,19,57.0,6,18.0,1,3.0,0.6666666666666667,-1.0,120.38584318086667,138.22983582172571,52.769352423989005,48.451452952520825,32147.586331687933,74941.95411400883
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,340,1702.0,1712.0,3.0,1.8350531351624777,0.9143309217591168,False,False,True,20.0,10,30.0,11,33.0,3,9.0,-0.2727272727272727,0.3333333333333333,98.09219039922647,110.75104448116657,79.20407540679487,53.00536584928435,19650.737812942978,40273.57354917452
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,344,1722.0,1732.0,3.0,1.7838382344356605,0.9212368865122568,False,False,True,20.0,4,12.0,4,12.0,2,6.0,0.0,-1.0,62.86669626388066,63.01176671435789,55.44254398657839,36.65892273016934,9399.668529496372,16756.637514390048
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,348,1742.0,1752.0,3.0,1.892847600025672,0.9148851246977288,False,False,True,20.0,16,48.0,6,18.0,2,6.0,0.3333333333333333,0.0,118.85120249845222,246.5994409252763,100.10416767526283,107.4226508570435,22869.997648509838,72398.40955623201
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,352,1762.0,1772.0,3.0,1.7159823454458296,0.912472931933768,False,False,True,20.0,8,24.0,15,45.0,5,15.0,0.3333333333333333,-0.6000000000000001,185.4247766461736,230.2859422392998,141.3977977236456,202.50109764006095,27929.843084046784,33933.18598356882
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,356,1782.0,1792.0,3.0,1.4932526835607605,0.8702901870790035,False,False,True,20.0,1,3.0,3,9.0,1,3.0,-0.3333333333333333,-1.0,57.70079138094465,69.0106098717498,49.4239267231143,39.633268846960085,9211.354165649216,15129.218398932479
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,360,1802.0,1812.0,3.0,1.5626067650119129,0.8982854105353965,False,False,True,20.0,9,27.0,12,36.0,1,3.0,-0.3333333333333333,-1.0,93.67158239101157,116.22876584677776,57.366275264169495,52.20678868637106,22481.863001436835,39751.40077524753
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,364,1822.0,1832.0,3.0,1.7307016306530654,0.9082524369276253,False,False,True,20.0,20,60.0,6,18.0,2,6.0,-0.3333333333333333,-1.0,111.43328018199855,157.97393622659882,65.40487394499269,53.279630285841215,25764.17435164388,71598.05338681457
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,368,1842.0,1852.0,,1.3950363149642684,0.8401964997233784,False,False,True,20.0,17,51.0,11,33.0,4,12.0,-0.09090909090909088,-0.5,139.0443349924202,162.432293857863,79.65380575499842,52.28449168657813,28538.97639795097,79465.86202944226
Video,video,1,OpenBCI-RAW-2026-06-05_15-20-10.txt,372,1862.0,1872.0,,1.631614918826846,0.8700026080065574,False,False,True,20.0,12,36.0,14,42.0,2,6.0,0.0,0.0,96.04291596378152,142.15727924109615,72.8181273444641,70.49589230053283,23115.393330506722,48613.0882123413
Eyes open,eyes_open,1,OpenBCI-RAW-2026-06-05_16-32-02.txt,0,2.0,12.0,,0.999071651710992,0.7950707752733945,False,True,False,20.0,8,24.0,10,30.0,4,12.0,-0.39999999999999997,0.5,3854.4782900702885,1309.0378199938125,3875.3043882038596,1312.5707462448427,125306.31421296559,56840.52902705343
Eyes open,eyes_open,1,OpenBCI-RAW-2026-06-05_16-32-02.txt,4,22.0,32.0,,0.8404315430190618,0.7404186649664853,False,True,False,20.0,4,12.0,0,0.0,1,3.0,,-1.0,40.07843932267151,41.21314125094303,39.30739035620385,18.00199869131863,6255.914419013189,12245.066189607025
Eyes open,eyes_open,1,OpenBCI-RAW-2026-06-05_16-32-02.txt,8,42.0,52.0,,1.0355173063731626,0.8223162282740559,False,False,True,20.0,1,3.0,0,0.0,0,0.0,,,5.204472240913648,15.818802613755675,4.194355322293284,7.60599599901059,5120.604209536841,5353.921308268359
Eyes open,eyes_open,1,OpenBCI-RAW-2026-06-05_16-32-02.txt,12,62.0,72.0,,1.0701964989125046,0.8139101123108831,False,False,True,20.0,2,6.0,0,0.0,0,0.0,,,6.890079052577371,15.892724685101358,5.869591600333867,10.55533108081911,5143.758530331893,5013.254513839265
Eyes open,eyes_open,1,OpenBCI-RAW-2026-06-05_16-32-02.txt,16,82.0,92.0,,0.9352184507136668,0.7885322513998638,False,True,False,20.0,1,3.0,0,0.0,1,3.0,,1.0,6.209926152928635,31.711493258313173,4.903917602481981,19.17258181140514,5495.052930008528,7623.275058956409
